round,strategy,true_count,bet,wagered,result,bankroll
230,COUNT,-1.985,10,10,-5,970
230,DEALER,-1.985,10,10,10,995
231,BASIC,-3.41,10,10,10,1020
231,COUNT,-3.41,10,10,10,980
231,DEALER,-3.41,10,10,10,1005
232,BASIC,-4.643,10,10,-10,1010
232,COUNT,-4.643,10,20,0,980
232,DEALER,-4.643,10,10,10,1015
233,BASIC,-4.16,10,10,-10,1000
233,COUNT,-4.16,10,10,-10,970
233,DEALER,-4.16,10,10,-10,1005
234,BASIC,-4.522,10,10,-10,990
234,COUNT,-4.522,10,10,-10,960
234,DEALER,-4.522,10,10,-10,995
235,BASIC,-7.15,10,10,-10,980
235,COUNT,-7.15,10,10,-10,950
235,DEALER,-7.15,10,10,0,995
236,BASIC,0.0,10,10,-10,970
236,COUNT,0.0,10,20,0,950
236,DEALER,0.0,10,10,-10,985
237,BASIC,0.87,10,10,10,980
237,COUNT,0.87,10,10,0,950
237,DEALER,0.87,10,10,10,995
238,BASIC,1.083,10,10,-10,970
238,COUNT,1.083,10,10,-10,940
238,DEALER,1.083,10,10,-10,985
239,BASIC,1.114,10,10,-10,960
239,COUNT,1.114,10,10,-10,930
239,DEALER,1.114,10,10,-10,975
240,BASIC,0.77,10,10,-10,950
240,COUNT,0.77,10,10,-10,920
240,DEALER,0.77,10,10,10,985
241,BASIC,1.205,10,10,10,960
241,COUNT,1.205,10,10,10,930
241,DEALER,1.205,10,10,15,1000
242,BASIC,0.624,10,10,10,970
242,COUNT,0.624,10,10,10,940
242,DEALER,0.624,10,10,10,1010
243,BASIC,0.435,10,10,-10,960
243,COUNT,0.435,10,10,-10,930
243,DEALER,0.435,10,10,-10,1000
244,BASIC,0.675,10,10,-10,950
244,COUNT,0.675,10,10,10,940
244,DEALER,0.675,10,10,-10,990
245,BASIC,0.945,10,10,-10,940
245,COUNT,0.945,10,10,-10,930
245,DEALER,0.945,10,10,-10,980
246,BASIC,0.995,10,10,10,950
246,COUNT,0.995,10,10,10,940
246,DEALER,0.995,10,10,10,990
247,BASIC,1.313,10,10,10,960
247,COUNT,1.313,10,20,20,960
247,DEALER,1.313,10,10,-10,980
248,BASIC,1.668,10,10,10,970
248,COUNT,1.668,20,20,20,980
248,DEALER,1.668,10,10,0,980
249,BASIC,0.881,10,10,10,980
249,COUNT,0.881,10,20,20,1000
249,DEALER,0.881,10,10,-10,970
250,BASIC,0.638,10,10,10,990
250,COUNT,0.638,10,20,0,1000
250,DEALER,0.638,10,10,10,980
251,BASIC,2.411,10,10,0,990
251,COUNT,2.411,20,20,-20,980
251,DEALER,2.411,10,10,0,980
252,BASIC,1.099,10,10,-10,980
252,COUNT,1.099,10,10,-10,970
252,DEALER,1.099,10,10,10,990
253,BASIC,-0.403,10,10,-10,970
253,COUNT,-0.403,10,10,-10,960
253,DEALER,-0.403,10,10,-10,980
254,BASIC,-1.289,10,10,-10,960
254,COUNT,-1.289,10,10,-10,950
254,DEALER,-1.289,10,10,-10,970
255,BASIC,0.486,10,10,10,970
255,COUNT,0.486,10,20,-20,930
255,DEALER,0.486,10,10,10,980
256,BASIC,0.536,10,10,10,980
256,COUNT,0.536,10,10,-10,920
256,DEALER,0.536,10,10,10,990
257,BASIC,3.059,10,10,0,980
257,COUNT,3.059,30,60,-60,860
257,DEALER,3.059,10,10,-10,980
258,BASIC,0.0,10,10,0,980
258,COUNT,0.0,10,10,-10,850
258,DEALER,0.0,10,10,-10,970
259,BASIC,-0.172,10,10,10,990
259,COUNT,-0.172,10,20,20,870
259,DEALER,-0.172,10,10,10,980
260,BASIC,-0.179,10,10,0,990
260,COUNT,-0.179,10,10,-10,860
260,DEALER,-0.179,10,10,-10,970
261,BASIC,-0.371,10,10,10,1000
261,COUNT,-0.371,10,10,-10,850
261,DEALER,-0.371,10,10,10,980
262,BASIC,-0.779,10,10,-10,990
262,COUNT,-0.779,10,10,-10,840
262,DEALER,-0.779,10,10,-10,970
263,BASIC,0.411,10,20,-20,970
263,COUNT,0.411,10,10,10,850
263,DEALER,0.411,10,10,15,985
264,BASIC,1.092,10,20,20,990
264,COUNT,1.092,10,10,10,860
264,DEALER,1.092,10,10,10,995
265,BASIC,2.554,10,10,-10,980
265,COUNT,2.554,30,30,-30,830
265,DEALER,2.554,10,10,0,995
266,BASIC,1.444,10,10,-10,970
266,COUNT,1.444,10,10,-10,820
266,DEALER,1.444,10,10,0,995
267,BASIC,1.522,10,10,-10,960
267,COUNT,1.522,20,20,-20,800
267,DEALER,1.522,10,10,-10,985
268,BASIC,1.078,10,10,10,970
268,COUNT,1.078,10,20,20,820
268,DEALER,1.078,10,10,-10,975
269,BASIC,2.0,10,10,-10,960
269,COUNT,2.0,20,20,-20,800
269,DEALER,2.0,10,10,0,975
270,BASIC,3.385,10,10,-10,950
270,COUNT,3.385,30,30,-30,770
270,DEALER,3.385,10,10,0,975
271,BASIC,4.637,10,10,10,960
271,COUNT,4.637,50,50,50,820
271,DEALER,4.637,10,10,10,985
272,BASIC,4.568,10,10,-5,955
272,COUNT,4.568,50,75,-50,770
272,DEALER,4.568,10,10,0,985
273,BASIC,4.863,10,10,-10,945
273,COUNT,4.863,50,75,0,770
273,DEALER,4.863,10,10,-10,975
274,BASIC,4.366,10,20,20,965
274,COUNT,4.366,40,40,60,830
274,DEALER,4.366,10,10,-10,965
275,BASIC,3.496,10,10,-10,955
275,COUNT,3.496,30,30,-30,800
275,DEALER,3.496,10,10,10,975
276,BASIC,4.333,10,10,-10,945
276,COUNT,4.333,40,40,40,840
276,DEALER,4.333,10,10,10,985
277,BASIC,4.926,10,20,20,965
277,COUNT,4.926,50,100,100,940
277,DEALER,4.926,10,10,10,995
278,BASIC,7.61,10,10,10,975
278,COUNT,7.61,80,80,-80,860
278,DEALER,7.61,10,10,-10,985
279,BASIC,0.0,10,10,-10,965
279,COUNT,0.0,10,10,-10,850
279,DEALER,0.0,10,10,-10,975
280,BASIC,-0.173,10,10,-10,955
280,COUNT,-0.173,10,20,20,870
280,DEALER,-0.173,10,10,-10,965
281,BASIC,0.727,10,10,-10,945
281,COUNT,0.727,10,10,-10,860
281,DEALER,0.727,10,10,-10,955
282,BASIC,0.945,10,10,-10,935
282,COUNT,0.945,10,10,-10,850
282,DEALER,0.945,10,10,-10,945
283,BASIC,1.379,10,10,10,945
283,COUNT,1.379,10,10,10,860
283,DEALER,1.379,10,10,10,955
284,BASIC,0.408,10,10,-10,935
284,COUNT,0.408,10,10,-5,855
284,DEALER,0.408,10,10,-10,945
285,BASIC,0.0,10,10,-10,925
285,COUNT,0.0,10,10,0,855
285,DEALER,0.0,10,10,0,945
286,BASIC,0.897,10,10,10,935
286,COUNT,0.897,10,10,10,865
286,DEALER,0.897,10,10,10,955
287,BASIC,0.706,10,10,10,945
287,COUNT,0.706,10,10,10,875
287,DEALER,0.706,10,10,15,970
288,BASIC,0.493,10,10,10,955
288,COUNT,0.493,10,10,0,875
288,DEALER,0.493,10,10,10,980
289,BASIC,0.517,10,10,10,965
289,COUNT,0.517,10,10,10,885
289,DEALER,0.517,10,10,10,990
290,BASIC,0.547,10,20,20,985
290,COUNT,0.547,10,10,10,895
290,DEALER,0.547,10,10,10,1000
291,BASIC,0.0,10,20,20,1005
291,COUNT,0.0,10,10,10,905
291,DEALER,0.0,10,10,10,1010
292,BASIC,-1.284,10,10,-10,995
292,COUNT,-1.284,10,10,10,915
292,DEALER,-1.284,10,10,10,1020
293,BASIC,-0.347,10,10,-10,985
293,COUNT,-0.347,10,10,0,915
293,DEALER,-0.347,10,10,15,1035
294,BASIC,-2.93,10,10,-10,975
294,COUNT,-2.93,10,10,-10,905
294,DEALER,-2.93,10,10,0,1035
295,BASIC,-0.806,10,10,10,985
295,COUNT,-0.806,10,10,10,915
295,DEALER,-0.806,10,10,-10,1025
296,BASIC,-0.889,10,10,10,995
296,COUNT,-0.889,10,20,20,935
296,DEALER,-0.889,10,10,10,1035
297,BASIC,-1.472,10,10,-10,985
297,COUNT,-1.472,10,10,-10,925
297,DEALER,-1.472,10,10,-10,1025
298,BASIC,-1.095,10,10,-10,975
298,COUNT,-1.095,10,10,10,935
298,DEALER,-1.095,10,10,-10,1015
299,BASIC,-1.238,10,10,10,985
299,COUNT,-1.238,10,10,15,950
299,DEALER,-1.238,10,10,0,1015
300,BASIC,0.0,10,20,20,1005
300,COUNT,0.0,10,10,10,960
300,DEALER,0.0,10,10,-10,1005
301,BASIC,0.522,10,10,-10,995
301,COUNT,0.522,10,10,0,960
301,DEALER,0.522,10,10,0,1005
302,BASIC,0.727,10,10,-10,985
302,COUNT,0.727,10,10,0,960
302,DEALER,0.727,10,10,-10,995
303,BASIC,0.378,10,10,-10,975
303,COUNT,0.378,10,10,-10,950
303,DEALER,0.378,10,10,-10,985
304,BASIC,0.791,10,20,20,995
304,COUNT,0.791,10,10,10,960
304,DEALER,0.791,10,10,-10,975
305,BASIC,0.829,10,10,-5,990
305,COUNT,0.829,10,10,10,970
305,DEALER,0.829,10,10,-10,965
306,BASIC,1.079,10,10,-10,980
306,COUNT,1.079,10,10,10,980
306,DEALER,1.079,10,10,-10,955
307,BASIC,1.604,10,10,-10,970
307,COUNT,1.604,20,20,-20,960
307,DEALER,1.604,10,10,-10,945
308,BASIC,2.419,10,10,-10,960
308,COUNT,2.419,20,20,-20,940
308,DEALER,2.419,10,10,-10,935
309,BASIC,1.758,10,10,0,960
309,COUNT,1.758,20,20,-20,920
309,DEALER,1.758,10,10,0,935
310,BASIC,0.525,10,20,-20,940
310,COUNT,0.525,10,10,10,930
310,DEALER,0.525,10,10,15,950
311,BASIC,-0.281,10,10,-10,930
311,COUNT,-0.281,10,20,0,930
311,DEALER,-0.281,10,10,-10,940
312,BASIC,0.918,10,10,-10,920
312,COUNT,0.918,10,10,0,930
312,DEALER,0.918,10,10,-10,930
313,BASIC,2.304,10,10,10,930
313,COUNT,2.304,20,20,20,950
313,DEALER,2.304,10,10,-10,920
314,BASIC,2.493,10,10,10,940
314,COUNT,2.493,20,20,20,970
314,DEALER,2.493,10,10,10,930
315,BASIC,1.139,10,10,-10,930
315,COUNT,1.139,10,20,0,970
315,DEALER,1.139,10,10,-10,920
316,BASIC,2.889,10,10,0,930
316,COUNT,2.889,30,30,-30,940
316,DEALER,2.889,10,10,-10,910
317,BASIC,2.69,10,10,-10,920
317,COUNT,2.69,30,30,0,940
317,DEALER,2.69,10,10,0,910
318,BASIC,3.0,10,10,10,930
318,COUNT,3.0,30,30,30,970
318,DEALER,3.0,10,10,10,920
319,BASIC,3.355,10,10,10,940
319,COUNT,3.355,30,30,-30,940
319,DEALER,3.355,10,10,-10,910
320,BASIC,8.557,10,20,0,940
320,COUNT,8.557,90,90,0,940
320,DEALER,8.557,10,10,-10,900
321,BASIC,0.0,10,20,20,960
321,COUNT,0.0,10,10,-10,930
321,DEALER,0.0,10,10,10,910
322,BASIC,-0.172,10,10,10,970
322,COUNT,-0.172,10,10,10,940
322,DEALER,-0.172,10,10,-10,900
323,BASIC,0.181,10,10,10,980
323,COUNT,0.181,10,10,10,950
323,DEALER,0.181,10,10,-10,890
324,BASIC,0.377,10,10,10,990
324,COUNT,0.377,10,10,10,960
324,DEALER,0.377,10,10,-10,880
325,BASIC,-0.196,10,10,10,1000
325,COUNT,-0.196,10,10,10,970
325,DEALER,-0.196,10,10,10,890
326,BASIC,0.617,10,10,-10,990
326,COUNT,0.617,10,10,10,980
326,DEALER,0.617,10,10,15,905
327,BASIC,0.863,10,10,10,1000
327,COUNT,0.863,10,10,-5,975
327,DEALER,0.863,10,10,10,915
328,BASIC,1.145,10,10,-10,990
328,COUNT,1.145,10,10,-5,970
328,DEALER,1.145,10,10,-10,905
329,BASIC,1.926,10,10,10,1000
329,COUNT,1.926,20,20,20,990
329,DEALER,1.926,10,10,10,915
330,BASIC,2.019,10,10,0,1000
330,COUNT,2.019,20,20,-20,970
330,DEALER,2.019,10,10,-10,905
331,BASIC,0.788,10,10,-10,990
331,COUNT,0.788,10,20,-20,950
331,DEALER,0.788,10,10,-10,895
332,BASIC,1.677,10,10,-10,980
332,COUNT,1.677,20,20,20,970
332,DEALER,1.677,10,10,-10,885
333,BASIC,2.971,10,10,10,990
333,COUNT,2.971,30,60,60,1030
333,DEALER,2.971,10,10,-10,875
334,BASIC,1.595,10,10,-10,980
334,COUNT,1.595,20,20,-20,1010
334,DEALER,1.595,10,10,-10,865
335,BASIC,2.411,10,10,-5,975
335,COUNT,2.411,20,20,30,1040
335,DEALER,2.411,10,10,-10,855
336,BASIC,1.465,10,10,-10,965
336,COUNT,1.465,10,10,10,1050
336,DEALER,1.465,10,10,0,855
337,BASIC,1.191,10,10,10,975
337,COUNT,1.191,10,10,-5,1045
337,DEALER,1.191,10,10,-10,845
338,BASIC,1.719,10,10,-10,965
338,COUNT,1.719,20,20,-20,1025
338,DEALER,1.719,10,10,15,860
339,BASIC,2.342,10,10,-10,955
339,COUNT,2.342,20,20,-20,1005
339,DEALER,2.342,10,10,-10,850
340,BASIC,2.524,10,10,10,965
340,COUNT,2.524,30,30,-15,990
340,DEALER,2.524,10,10,-10,840
341,BASIC,1.118,10,10,-10,955
341,COUNT,1.118,10,10,0,990
341,DEALER,1.118,10,10,-10,830
342,BASIC,1.95,10,10,10,965
342,COUNT,1.95,20,20,-20,970
342,DEALER,1.95,10,10,-10,820
343,BASIC,0.0,10,10,-10,955
343,COUNT,0.0,10,10,-10,960
343,DEALER,0.0,10,10,-10,810
344,BASIC,0.693,10,10,-10,945
344,COUNT,0.693,10,10,-5,955
344,DEALER,0.693,10,10,10,820
345,BASIC,0.36,10,10,-10,935
345,COUNT,0.36,10,10,-10,945
345,DEALER,0.36,10,10,10,830
346,BASIC,0.942,10,10,-10,925
346,COUNT,0.942,10,10,-10,935
346,DEALER,0.942,10,10,-10,820
347,BASIC,1.773,10,10,10,935
347,COUNT,1.773,20,20,-10,925
347,DEALER,1.773,10,10,-10,810
348,BASIC,1.433,10,10,0,935
348,COUNT,1.433,10,10,-10,915
348,DEALER,1.433,10,10,-10,800
349,BASIC,1.061,10,10,-10,925
349,COUNT,1.061,10,10,10,925
349,DEALER,1.061,10,10,-10,790
350,BASIC,1.339,10,10,10,935
350,COUNT,1.339,10,10,10,935
350,DEALER,1.339,10,10,10,800
351,BASIC,0.703,10,10,-10,925
351,COUNT,0.703,10,10,-10,925
351,DEALER,0.703,10,10,-10,790
352,BASIC,0.0,10,10,-5,920
352,COUNT,0.0,10,10,-10,915
352,DEALER,0.0,10,10,-10,780
353,BASIC,-0.261,10,10,-10,910
353,COUNT,-0.261,10,10,-5,910
353,DEALER,-0.261,10,10,-10,770
354,BASIC,-1.376,10,10,-10,900
354,COUNT,-1.376,10,10,-10,900
354,DEALER,-1.376,10,10,-10,760
355,BASIC,-0.294,10,20,20,920
355,COUNT,-0.294,10,20,-10,890
355,DEALER,-0.294,10,10,10,770
356,BASIC,1.595,10,20,0,920
356,COUNT,1.595,20,20,20,910
356,DEALER,1.595,10,10,10,780
357,BASIC,2.459,10,10,15,935
357,COUNT,2.459,20,20,20,930
357,DEALER,2.459,10,10,15,795
358,BASIC,1.122,10,10,-10,925
358,COUNT,1.122,10,10,10,940
358,DEALER,1.122,10,10,10,805
359,BASIC,2.889,10,10,15,940
359,COUNT,2.889,30,30,30,970
359,DEALER,2.889,10,10,10,815
360,BASIC,1.368,10,10,-10,930
360,COUNT,1.368,10,10,-10,960
360,DEALER,1.368,10,10,-10,805
361,BASIC,0.981,10,10,-10,920
361,COUNT,0.981,10,10,-5,955
361,DEALER,0.981,10,10,10,815
362,BASIC,-0.565,10,10,10,930
362,COUNT,-0.565,10,10,10,965
362,DEALER,-0.565,10,10,-10,805
363,BASIC,0.0,10,10,-10,920
363,COUNT,0.0,10,10,-5,960
363,DEALER,0.0,10,10,-10,795
364,BASIC,0.0,10,10,-5,915
364,COUNT,0.0,10,10,-10,950
364,DEALER,0.0,10,10,10,805
365,BASIC,-0.536,10,10,15,930
365,COUNT,-0.536,10,10,0,950
365,DEALER,-0.536,10,10,-10,795
366,BASIC,-1.291,10,10,-5,925
366,COUNT,-1.291,10,10,-10,940
366,DEALER,-1.291,10,10,-10,785
367,BASIC,-1.714,10,10,10,935
367,COUNT,-1.714,10,20,20,960
367,DEALER,-1.714,10,10,10,795
368,BASIC,-0.996,10,10,15,950
368,COUNT,-0.996,10,10,15,975
368,DEALER,-0.996,10,10,0,795
369,BASIC,-1.857,10,10,10,960
369,COUNT,-1.857,10,20,20,995
369,DEALER,-1.857,10,10,-10,785
370,BASIC,-1.305,10,10,-10,950
370,COUNT,-1.305,10,10,-10,985
370,DEALER,-1.305,10,10,-10,775
371,BASIC,-0.687,10,10,10,960
371,COUNT,-0.687,10,10,10,995
371,DEALER,-0.687,10,10,10,785
372,BASIC,-0.959,10,20,20,980
372,COUNT,-0.959,10,10,10,1005
372,DEALER,-0.959,10,10,15,800
373,BASIC,-1.005,10,20,20,1000
373,COUNT,-1.005,10,10,10,1015
373,DEALER,-1.005,10,10,-10,790
374,BASIC,-1.061,10,10,-10,990
374,COUNT,-1.061,10,10,-10,1005
374,DEALER,-1.061,10,10,-10,780
375,BASIC,-1.978,10,10,-10,980
375,COUNT,-1.978,10,10,10,1015
375,DEALER,-1.978,10,10,0,780
376,BASIC,-2.971,10,10,10,990
376,COUNT,-2.971,10,10,-10,1005
376,DEALER,-2.971,10,10,10,790
377,BASIC,-2.836,10,10,10,1000
377,COUNT,-2.836,10,10,-5,1000
377,DEALER,-2.836,10,10,-10,780
378,BASIC,-3.69,10,10,-5,995
378,COUNT,-3.69,10,10,0,1000
378,DEALER,-3.69,10,10,-10,770
379,BASIC,-4.986,10,10,-10,985
379,COUNT,-4.986,10,10,-10,990
379,DEALER,-4.986,10,10,0,770
380,BASIC,-5.275,10,10,10,995
380,COUNT,-5.275,10,20,-20,970
380,DEALER,-5.275,10,10,10,780
381,BASIC,-4.613,10,10,-5,990
381,COUNT,-4.613,10,10,-10,960
381,DEALER,-4.613,10,10,10,790
382,BASIC,-1.891,10,10,10,1000
382,COUNT,-1.891,10,10,10,970
382,DEALER,-1.891,10,10,-10,780
383,BASIC,-3.12,10,10,-10,990
383,COUNT,-3.12,10,10,-10,960
383,DEALER,-3.12,10,10,0,780
384,BASIC,-4.622,10,10,10,1000
384,COUNT,-4.622,10,10,0,960
384,DEALER,-4.622,10,10,-10,770
385,BASIC,-5.266,10,10,-10,990
385,COUNT,-5.266,10,10,-10,950
385,DEALER,-5.266,10,10,0,770
386,BASIC,0.0,10,10,0,990
386,COUNT,0.0,10,10,15,965
386,DEALER,0.0,10,10,-10,760
387,BASIC,-0.858,10,20,20,1010
387,COUNT,-0.858,10,10,-10,955
387,DEALER,-0.858,10,10,10,770
388,BASIC,0.361,10,10,-10,1000
388,COUNT,0.361,10,20,-20,935
388,DEALER,0.361,10,10,10,780
389,BASIC,1.13,10,10,10,1010
389,COUNT,1.13,10,10,15,950
389,DEALER,1.13,10,10,10,790
390,BASIC,0.0,10,10,15,1025
390,COUNT,0.0,10,10,10,960
390,DEALER,0.0,10,10,-10,780
391,BASIC,-1.2,10,10,10,1035
391,COUNT,-1.2,10,10,0,960
391,DEALER,-1.2,10,10,10,790
392,BASIC,-1.044,10,20,20,1055
392,COUNT,-1.044,10,10,10,970
392,DEALER,-1.044,10,10,15,805
393,BASIC,-1.092,10,10,-10,1045
393,COUNT,-1.092,10,20,-20,950
393,DEALER,-1.092,10,10,10,815
394,BASIC,-0.231,10,10,-10,1035
394,COUNT,-0.231,10,20,-20,930
394,DEALER,-0.231,10,10,15,830
395,BASIC,-0.243,10,10,-10,1025
395,COUNT,-0.243,10,10,-10,920
395,DEALER,-0.243,10,10,-10,820
396,BASIC,-0.255,10,10,10,1035
396,COUNT,-0.255,10,10,10,930
396,DEALER,-0.255,10,10,10,830
397,BASIC,-0.271,10,10,-5,1030
397,COUNT,-0.271,10,10,-10,920
397,DEALER,-0.271,10,10,-10,820
398,BASIC,-0.568,10,10,10,1040
398,COUNT,-0.568,10,10,-10,910
398,DEALER,-0.568,10,10,-10,810
399,BASIC,0.0,10,10,10,1050
399,COUNT,0.0,10,10,0,910
399,DEALER,0.0,10,10,-10,800
400,BASIC,-0.323,10,10,-5,1045
400,COUNT,-0.323,10,10,-10,900
400,DEALER,-0.323,10,10,-10,790
401,BASIC,1.405,10,10,-10,1035
401,COUNT,1.405,10,10,10,910
401,DEALER,1.405,10,10,0,790
402,BASIC,1.507,10,10,-10,1025
402,COUNT,1.507,20,20,-20,890
402,DEALER,1.507,10,10,10,800
403,BASIC,0.819,10,10,0,1025
403,COUNT,0.819,10,10,10,900
403,DEALER,0.819,10,10,-10,790
404,BASIC,0.444,10,10,10,1035
404,COUNT,0.444,10,10,10,910
404,DEALER,0.444,10,10,-10,780
405,BASIC,0.0,10,10,-10,1025
405,COUNT,0.0,10,10,-10,900
405,DEALER,0.0,10,10,-10,770
406,BASIC,-0.553,10,10,0,1025
406,COUNT,-0.553,10,10,10,910
406,DEALER,-0.553,10,10,10,780
407,BASIC,-1.224,10,10,0,1025
407,COUNT,-1.224,10,10,-10,900
407,DEALER,-1.224,10,10,-10,770
408,BASIC,0.0,10,10,-10,1015
408,COUNT,0.0,10,10,10,910
408,DEALER,0.0,10,10,10,780
409,BASIC,-0.348,10,10,-10,1005
409,COUNT,-0.348,10,30,10,920
409,DEALER,-0.348,10,10,0,780
410,BASIC,0.0,10,10,10,1015
410,COUNT,0.0,10,20,20,940
410,DEALER,0.0,10,10,-10,770
411,BASIC,-0.759,10,20,-20,995
411,COUNT,-0.759,10,10,0,940
411,DEALER,-0.759,10,10,10,780
412,BASIC,-0.397,10,10,-10,985
412,COUNT,-0.397,10,10,15,955
412,DEALER,-0.397,10,10,10,790
413,BASIC,-0.416,10,10,15,1000
413,COUNT,-0.416,10,10,-10,945
413,DEALER,-0.416,10,10,-10,780
414,BASIC,-1.3,10,10,10,1010
414,COUNT,-1.3,10,10,10,955
414,DEALER,-1.3,10,10,10,790
415,BASIC,-0.684,10,10,-5,1005
415,COUNT,-0.684,10,10,-10,945
415,DEALER,-0.684,10,10,0,790
416,BASIC,-0.475,10,20,20,1025
416,COUNT,-0.475,10,10,-10,935
416,DEALER,-0.475,10,10,10,800
417,BASIC,0.252,10,10,10,1035
417,COUNT,0.252,10,10,15,950
417,DEALER,0.252,10,10,10,810
418,BASIC,-0.804,10,10,15,1050
418,COUNT,-0.804,10,10,-10,940
418,DEALER,-0.804,10,10,10,820
419,BASIC,-0.571,10,10,-10,1040
419,COUNT,-0.571,10,10,-10,930
419,DEALER,-0.571,10,10,-10,810
420,BASIC,-2.092,10,10,-10,1030
420,COUNT,-2.092,10,20,-20,910
420,DEALER,-2.092,10,10,-10,800
421,BASIC,-2.537,10,20,-20,1010
421,COUNT,-2.537,10,10,-10,900
421,DEALER,-2.537,10,10,-10,790
422,BASIC,-2.08,10,10,-10,1000
422,COUNT,-2.08,10,10,10,910
422,DEALER,-2.08,10,10,-10,780
423,BASIC,-0.38,10,10,10,1010
423,COUNT,-0.38,10,10,10,920
423,DEALER,-0.38,10,10,10,790
424,BASIC,0.0,10,10,-10,1000
424,COUNT,0.0,10,10,-10,910
424,DEALER,0.0,10,10,15,805
425,BASIC,-1.345,10,10,15,1015
425,COUNT,-1.345,10,10,10,920
425,DEALER,-1.345,10,10,10,815
426,BASIC,-3.402,10,10,-10,1005
426,COUNT,-3.402,10,20,20,940
426,DEALER,-3.402,10,10,10,825
427,BASIC,-1.118,10,20,-20,985
427,COUNT,-1.118,10,10,15,955
427,DEALER,-1.118,10,10,10,835
428,BASIC,0.0,10,10,-10,975
428,COUNT,0.0,10,10,-10,945
428,DEALER,0.0,10,10,-10,825
429,BASIC,0.0,10,20,20,995
429,COUNT,0.0,10,10,-10,935
429,DEALER,0.0,10,10,-10,815
430,BASIC,0.174,10,20,-20,975
430,COUNT,0.174,10,10,-10,925
430,DEALER,0.174,10,10,15,830
431,BASIC,0.18,10,20,-20,955
431,COUNT,0.18,10,10,-10,915
431,DEALER,0.18,10,10,-10,820
432,BASIC,0.375,10,10,-10,945
432,COUNT,0.375,10,10,10,925
432,DEALER,0.375,10,10,10,830
433,BASIC,-0.195,10,10,15,960
433,COUNT,-0.195,10,10,10,935
433,DEALER,-0.195,10,10,10,840
434,BASIC,0.408,10,10,0,960
434,COUNT,0.408,10,10,-10,925
434,DEALER,0.408,10,10,-10,830
435,BASIC,-0.423,10,10,10,970
435,COUNT,-0.423,10,10,10,935
435,DEALER,-0.423,10,10,10,840
436,BASIC,-0.881,10,20,20,990
436,COUNT,-0.881,10,10,10,945
436,DEALER,-0.881,10,10,10,850
437,BASIC,-0.462,10,10,-10,980
437,COUNT,-0.462,10,10,-10,935
437,DEALER,-0.462,10,10,-10,840
438,BASIC,-1.221,10,10,15,995
438,COUNT,-1.221,10,10,10,945
438,DEALER,-1.221,10,10,10,850
439,BASIC,-1.802,10,10,10,1005
439,COUNT,-1.802,10,10,10,955
439,DEALER,-1.802,10,10,10,860
440,BASIC,-1.896,10,10,10,1015
440,COUNT,-1.896,10,10,10,965
440,DEALER,-1.896,10,10,10,870
441,BASIC,-1.733,10,10,10,1025
441,COUNT,-1.733,10,10,15,980
441,DEALER,-1.733,10,10,15,885
442,BASIC,-3.326,10,10,-10,1015
442,COUNT,-3.326,10,10,-5,975
442,DEALER,-3.326,10,10,10,895
443,BASIC,-2.907,10,10,10,1025
443,COUNT,-2.907,10,10,10,985
443,DEALER,-2.907,10,10,-10,885
444,BASIC,-2.411,10,10,-10,1015
444,COUNT,-2.411,10,10,-10,975
444,DEALER,-2.411,10,10,-10,875
445,BASIC,-2.909,10,10,10,1025
445,COUNT,-2.909,10,10,10,985
445,DEALER,-2.909,10,10,10,885
446,BASIC,-3.91,10,10,-10,1015
446,COUNT,-3.91,10,10,-10,975
446,DEALER,-3.91,10,10,0,885
447,BASIC,-3.774,10,10,-5,1010
447,COUNT,-3.774,10,10,-10,965
447,DEALER,-3.774,10,10,10,895
448,BASIC,-5.982,10,20,20,1030
448,COUNT,-5.982,10,10,10,975
448,DEALER,-5.982,10,10,-10,885
449,BASIC,-7.137,10,10,-10,1020
449,COUNT,-7.137,10,10,0,975
449,DEALER,-7.137,10,10,0,885
450,BASIC,-7.511,10,10,10,1030
450,COUNT,-7.511,10,10,-10,965
450,DEALER,-7.511,10,10,-10,875
451,BASIC,0.0,10,10,-10,1020
451,COUNT,0.0,10,20,20,985
451,DEALER,0.0,10,10,10,885
452,BASIC,0.703,10,10,0,1020
452,COUNT,0.703,10,10,15,1000
452,DEALER,0.703,10,10,15,900
453,BASIC,0.0,10,10,0,1020
453,COUNT,0.0,10,20,-20,980
453,DEALER,0.0,10,10,0,900
454,BASIC,0.188,10,10,-10,1010
454,COUNT,0.188,10,10,15,995
454,DEALER,0.188,10,10,-10,890
455,BASIC,-0.195,10,10,-10,1000
455,COUNT,-0.195,10,10,-10,985
455,DEALER,-0.195,10,10,15,905
456,BASIC,-0.809,10,10,-10,990
456,COUNT,-0.809,10,10,10,995
456,DEALER,-0.809,10,10,10,915
457,BASIC,0.0,10,10,10,1000
457,COUNT,0.0,10,10,-10,985
457,DEALER,0.0,10,10,10,925
458,BASIC,-0.67,10,10,-10,990
458,COUNT,-0.67,10,20,20,1005
458,DEALER,-0.67,10,10,-10,915
459,BASIC,-0.709,10,10,-5,985
459,COUNT,-0.709,10,10,-5,1000
459,DEALER,-0.709,10,10,10,925
460,BASIC,-1.244,10,10,-10,975
460,COUNT,-1.244,10,10,-10,990
460,DEALER,-1.244,10,10,0,925
461,BASIC,-2.328,10,10,-10,965
461,COUNT,-2.328,10,10,-10,980
461,DEALER,-2.328,10,10,-10,915
462,BASIC,-1.651,10,10,-10,955
